data_source,date,extraction_date,state,district,township,latitude,longitude,timezone,summary,precipitation_probability,precipitation_intensity_inches_per_hour,precipitation_accumulation_inches,wind_speed_miles_per_hour,icon,wind_bearing_degrees,wind_gust_miles_per_hour,temperature_min_fahrenheit,temperature_max_fahrenheit
ambient weather,2025-06-03,2025-05-29,Ayeyarwady,Pathein,Yegyi,17.1996,95.0841,Asia/Rangoon,A little afternoon rain,0.65,0.3,0.3,8.1,rain,254,26.5,78,85
ambient weather,2025-06-04,2025-05-29,Ayeyarwady,Pathein,Yegyi,17.1996,95.0841,Asia/Rangoon,A touch of morning rain,0.56,0.07,0.07,6.9,rain,248,20.7,77,89
ambient weather,2025-06-05,2025-05-29,Ayeyarwady,Pathein,Yegyi,17.1996,95.0841,Asia/Rangoon,Rain in the afternoon,0.75,0.16,0.16,2.3,rain,190,11.5,78,87
ambient weather,2025-06-06,2025-05-29,Ayeyarwady,Pathein,Yegyi,17.1996,95.0841,Asia/Rangoon,Cloudy with a touch of rain,0.58,0.12,0.12,4.6,rain,228,13.8,78,86
ambient weather,2025-05-28,2025-05-29,Ayeyarwady,Hinthada,Zalun,17.4792,95.5574,Asia/Rangoon,"Morning t-storms, then rain",1.0,0.85,0.85,10.4,thunderstorm,165,33.4,77,86
ambient weather,2025-05-29,2025-05-29,Ayeyarwady,Hinthada,Zalun,17.4792,95.5574,Asia/Rangoon,Rain and a t-storm; breezy,0.99,0.73,0.73,12.7,rain,194,35.7,78,89
ambient weather,2025-05-30,2025-05-29,Ayeyarwady,Hinthada,Zalun,17.4792,95.5574,Asia/Rangoon,Breezy with periods of rain,0.91,0.46,0.46,13.8,rain,200,34.5,77,88
ambient weather,2025-05-31,2025-05-29,Ayeyarwady,Hinthada,Zalun,17.4792,95.5574,Asia/Rangoon,"Morning t-storms, then rain",0.97,0.89,0.89,11.5,thunderstorm,194,28.8,77,85
ambient weather,2025-06-01,2025-05-29,Ayeyarwady,Hinthada,Zalun,17.4792,95.5574,Asia/Rangoon,Rain and a thunderstorm,0.94,0.34,0.34,12.7,rain,198,28.8,77,87
ambient weather,2025-06-02,2025-05-29,Ayeyarwady,Hinthada,Zalun,17.4792,95.5574,Asia/Rangoon,Some rain and a thunderstorm,0.84,0.74,0.74,10.4,rain,212,32.2,76,85
ambient weather,2025-06-03,2025-05-29,Ayeyarwady,Hinthada,Zalun,17.4792,95.5574,Asia/Rangoon,A couple of morning t-storms,0.63,0.15,0.15,9.2,thunderstorm,248,27.6,77,86
ambient weather,2025-06-04,2025-05-29,Ayeyarwady,Hinthada,Zalun,17.4792,95.5574,Asia/Rangoon,An afternoon shower or two,0.65,0.12,0.12,5.8,rain,227,19.6,78,90
ambient weather,2025-06-05,2025-05-29,Ayeyarwady,Hinthada,Zalun,17.4792,95.5574,Asia/Rangoon,"Cloudy, a couple of t-storms",0.71,0.45,0.45,3.5,thunderstorm,208,11.5,79,88
ambient weather,2025-06-06,2025-05-29,Ayeyarwady,Hinthada,Zalun,17.4792,95.5574,Asia/Rangoon,Cloudy with a little rain,0.63,0.41,0.41,5.8,rain,217,15.0,78,87
ambient weather,2025-05-28,2025-05-29,Bago (East),Bago,Bago,17.3349,96.483,Asia/Rangoon,Afternoon rain,1.0,0.47,0.47,11.5,thunderstorm,151,27.6,77,85
ambient weather,2025-05-29,2025-05-29,Bago (East),Bago,Bago,17.3349,96.483,Asia/Rangoon,Rain,0.99,0.84,0.84,10.4,rain,180,27.6,77,87
ambient weather,2025-05-30,2025-05-29,Bago (East),Bago,Bago,17.3349,96.483,Asia/Rangoon,Periods of rain,0.95,0.55,0.55,9.2,rain,191,25.3,78,86
ambient weather,2025-05-31,2025-05-29,Bago (East),Bago,Bago,17.3349,96.483,Asia/Rangoon,"Morning t-storms, then rain",0.96,0.69,0.69,10.4,thunderstorm,207,25.3,77,84
ambient weather,2025-06-01,2025-05-29,Bago (East),Bago,Bago,17.3349,96.483,Asia/Rangoon,"Morning t-storms, then rain",0.91,0.79,0.79,10.4,thunderstorm,189,26.5,77,84
ambient weather,2025-06-02,2025-05-29,Bago (East),Bago,Bago,17.3349,96.483,Asia/Rangoon,Morning thunderstorms,0.95,0.52,0.52,10.4,thunderstorm,207,31.1,77,85
ambient weather,2025-06-03,2025-05-29,Bago (East),Bago,Bago,17.3349,96.483,Asia/Rangoon,Periods of rain and a t-storm,0.67,0.68,0.68,8.1,rain,261,20.7,77,85
ambient weather,2025-06-04,2025-05-29,Bago (East),Bago,Bago,17.3349,96.483,Asia/Rangoon,A bit of afternoon rain,0.62,0.15,0.15,5.8,rain,210,16.1,79,86
ambient weather,2025-06-05,2025-05-29,Bago (East),Bago,Bago,17.3349,96.483,Asia/Rangoon,Cloudy with occasional rain,0.62,0.3,0.3,4.6,rain,157,20.7,78,84
ambient weather,2025-06-06,2025-05-29,Bago (East),Bago,Bago,17.3349,96.483,Asia/Rangoon,Occasional rain,0.67,0.48,0.48,3.5,rain,177,11.5,78,84
ambient weather,2025-05-28,2025-05-29,Bago (East),Bago,Daik-U,17.7903,96.6686,Asia/Rangoon,"Morning t-storms, then rain",1.0,0.42,0.42,10.4,thunderstorm,140,23.0,76,86
ambient weather,2025-05-29,2025-05-29,Bago (East),Bago,Daik-U,17.7903,96.6686,Asia/Rangoon,Humid with rain and a t-storm,0.99,0.99,0.99,10.4,rain,161,26.5,77,86
ambient weather,2025-05-30,2025-05-29,Bago (East),Bago,Daik-U,17.7903,96.6686,Asia/Rangoon,"Rain, heavy at times",0.99,1.28,1.28,9.2,rain,152,25.3,77,83
ambient weather,2025-05-31,2025-05-29,Bago (East),Bago,Daik-U,17.7903,96.6686,Asia/Rangoon,"Morning t-storms, then rain",0.97,0.73,0.73,9.2,thunderstorm,189,24.2,76,84
ambient weather,2025-06-01,2025-05-29,Bago (East),Bago,Daik-U,17.7903,96.6686,Asia/Rangoon,"Morning t-storms, then rain",0.96,1.06,1.06,9.2,thunderstorm,173,24.2,76,82
ambient weather,2025-06-02,2025-05-29,Bago (East),Bago,Daik-U,17.7903,96.6686,Asia/Rangoon,Morning thunderstorms,0.95,0.6,0.6,9.2,thunderstorm,182,27.6,76,84
ambient weather,2025-06-03,2025-05-29,Bago (East),Bago,Daik-U,17.7903,96.6686,Asia/Rangoon,Rain and a thunderstorm,0.7,1.09,1.09,4.6,rain,232,16.1,75,84
ambient weather,2025-06-04,2025-05-29,Bago (East),Bago,Daik-U,17.7903,96.6686,Asia/Rangoon,A little afternoon rain,0.58,0.09,0.09,4.6,rain,202,15.0,77,87
ambient weather,2025-06-05,2025-05-29,Bago (East),Bago,Daik-U,17.7903,96.6686,Asia/Rangoon,Cloudy with a little rain,0.61,0.18,0.18,5.8,rain,138,19.6,78,86
ambient weather,2025-06-06,2025-05-29,Bago (East),Bago,Daik-U,17.7903,96.6686,Asia/Rangoon,Occasional rain,0.6,0.22,0.22,4.6,rain,178,12.7,77,86
ambient weather,2025-05-28,2025-05-29,Bago (East),Taungoo,Htantabin,18.8454,96.4845,Asia/Rangoon,Rain,0.94,0.34,0.34,9.2,rain,161,25.3,77,88
ambient weather,2025-05-29,2025-05-29,Bago (East),Taungoo,Htantabin,18.8454,96.4845,Asia/Rangoon,Periods of rain,0.91,0.18,0.18,11.5,rain,156,34.5,78,90
ambient weather,2025-05-30,2025-05-29,Bago (East),Taungoo,Htantabin,18.8454,96.4845,Asia/Rangoon,Periods of rain,0.91,0.36,0.36,11.5,rain,155,29.9,77,89
ambient weather,2025-05-31,2025-05-29,Bago (East),Taungoo,Htantabin,18.8454,96.4845,Asia/Rangoon,Periods of rain,0.98,1.17,1.17,9.2,rain,157,25.3,78,89
ambient weather,2025-06-01,2025-05-29,Bago (East),Taungoo,Htantabin,18.8454,96.4845,Asia/Rangoon,Rain and a thunderstorm,0.94,0.3,0.3,10.4,rain,146,25.3,77,88
ambient weather,2025-06-02,2025-05-29,Bago (East),Taungoo,Htantabin,18.8454,96.4845,Asia/Rangoon,Rain and a thunderstorm,0.94,0.4,0.4,9.2,rain,137,27.6,76,86
ambient weather,2025-06-03,2025-05-29,Bago (East),Taungoo,Htantabin,18.8454,96.4845,Asia/Rangoon,"A morning t-storm, then rain",0.74,0.97,0.97,5.8,rain,154,18.4,77,90
ambient weather,2025-06-04,2025-05-29,Bago (East),Taungoo,Htantabin,18.8454,96.4845,Asia/Rangoon,Cloudy with a little rain,0.65,0.45,0.45,5.8,rain,162,17.3,77,90
ambient weather,2025-06-05,2025-05-29,Bago (East),Taungoo,Htantabin,18.8454,96.4845,Asia/Rangoon,Afternoon rain,0.68,0.13,0.13,6.9,rain,165,17.3,76,91
ambient weather,2025-06-06,2025-05-29,Bago (East),Taungoo,Htantabin,18.8454,96.4845,Asia/Rangoon,Occasional rain,0.6,0.21,0.21,5.8,rain,150,15.0,77,89
ambient weather,2025-05-28,2025-05-29,Bago (East),Bago,Kawa,17.0913,96.4657,Asia/Rangoon,Afternoon rain,1.0,0.47,0.47,11.5,thunderstorm,151,27.6,77,85
ambient weather,2025-05-29,2025-05-29,Bago (East),Bago,Kawa,17.0913,96.4657,Asia/Rangoon,Rain,0.99,0.84,0.84,10.4,rain,180,27.6,77,87
ambient weather,2025-05-30,2025-05-29,Bago (East),Bago,Kawa,17.0913,96.4657,Asia/Rangoon,Periods of rain,0.95,0.55,0.55,9.2,rain,191,25.3,78,86
ambient weather,2025-05-31,2025-05-29,Bago (East),Bago,Kawa,17.0913,96.4657,Asia/Rangoon,"Morning t-storms, then rain",0.96,0.69,0.69,10.4,thunderstorm,207,25.3,77,84
ambient weather,2025-06-01,2025-05-29,Bago (East),Bago,Kawa,17.0913,96.4657,Asia/Rangoon,"Morning t-storms, then rain",0.91,0.79,0.79,10.4,thunderstorm,189,26.5,77,84
ambient weather,2025-06-02,2025-05-29,Bago (East),Bago,Kawa,17.0913,96.4657,Asia/Rangoon,Morning thunderstorms,0.95,0.52,0.52,10.4,thunderstorm,207,31.1,77,85
ambient weather,2025-06-03,2025-05-29,Bago (East),Bago,Kawa,17.0913,96.4657,Asia/Rangoon,Periods of rain and a t-storm,0.67,0.68,0.68,8.1,rain,261,20.7,77,85
ambient weather,2025-06-04,2025-05-29,Bago (East),Bago,Kawa,17.0913,96.4657,Asia/Rangoon,A bit of afternoon rain,0.62,0.15,0.15,5.8,rain,210,16.1,79,86
ambient weather,2025-06-05,2025-05-29,Bago (East),Bago,Kawa,17.0913,96.4657,Asia/Rangoon,Cloudy with occasional rain,0.62,0.3,0.3,4.6,rain,157,20.7,78,84
ambient weather,2025-06-06,2025-05-29,Bago (East),Bago,Kawa,17.0913,96.4657,Asia/Rangoon,Occasional rain,0.67,0.48,0.48,3.5,rain,177,11.5,78,84
ambient weather,2025-05-28,2025-05-29,Bago (East),Taungoo,Kyaukkyi,18.3269,96.7692,Asia/Rangoon,Afternoon rain,1.0,0.43,0.43,10.4,thunderstorm,159,20.7,76,86
ambient weather,2025-05-29,2025-05-29,Bago (East),Taungoo,Kyaukkyi,18.3269,96.7692,Asia/Rangoon,Periods of rain and a t-storm,0.99,0.78,0.78,10.4,rain,158,32.2,76,85
ambient weather,2025-05-30,2025-05-29,Bago (East),Taungoo,Kyaukkyi,18.3269,96.7692,Asia/Rangoon,Afternoon rain,0.98,0.77,0.77,10.4,thunderstorm,155,28.8,76,83
ambient weather,2025-05-31,2025-05-29,Bago (East),Taungoo,Kyaukkyi,18.3269,96.7692,Asia/Rangoon,Heavy afternoon rain,0.96,0.59,0.59,10.4,thunderstorm,168,23.0,76,84
ambient weather,2025-06-01,2025-05-29,Bago (East),Taungoo,Kyaukkyi,18.3269,96.7692,Asia/Rangoon,"Morning t-storms, then rain",0.97,0.96,0.96,9.2,thunderstorm,144,24.2,76,84
ambient weather,2025-06-02,2025-05-29,Bago (East),Taungoo,Kyaukkyi,18.3269,96.7692,Asia/Rangoon,Periods of rain and a t-storm,0.96,0.97,0.97,9.2,rain,143,27.6,77,82
ambient weather,2025-06-03,2025-05-29,Bago (East),Taungoo,Kyaukkyi,18.3269,96.7692,Asia/Rangoon,Periods of rain and a t-storm,0.65,0.62,0.62,4.6,rain,124,17.3,75,83
ambient weather,2025-06-04,2025-05-29,Bago (East),Taungoo,Kyaukkyi,18.3269,96.7692,Asia/Rangoon,"Mostly cloudy, a little rain",0.6,0.17,0.17,5.8,rain,152,17.3,78,88
ambient weather,2025-06-05,2025-05-29,Bago (East),Taungoo,Kyaukkyi,18.3269,96.7692,Asia/Rangoon,An afternoon t-storm or two,0.69,0.35,0.35,5.8,thunderstorm,151,16.1,77,87
ambient weather,2025-06-06,2025-05-29,Bago (East),Taungoo,Kyaukkyi,18.3269,96.7692,Asia/Rangoon,Cloudy with occasional rain,0.65,0.22,0.22,4.6,rain,164,12.7,77,87
ambient weather,2025-05-28,2025-05-29,Bago (East),Bago,Kyauktaga,18.0384,96.5544,Asia/Rangoon,Afternoon rain,1.0,0.43,0.43,10.4,thunderstorm,159,20.7,76,86
ambient weather,2025-05-29,2025-05-29,Bago (East),Bago,Kyauktaga,18.0384,96.5544,Asia/Rangoon,Periods of rain and a t-storm,0.99,0.78,0.78,10.4,rain,158,32.2,76,85
ambient weather,2025-05-30,2025-05-29,Bago (East),Bago,Kyauktaga,18.0384,96.5544,Asia/Rangoon,Afternoon rain,0.98,0.77,0.77,10.4,thunderstorm,155,28.8,76,83
ambient weather,2025-05-31,2025-05-29,Bago (East),Bago,Kyauktaga,18.0384,96.5544,Asia/Rangoon,Heavy afternoon rain,0.96,0.59,0.59,10.4,thunderstorm,168,23.0,76,84
ambient weather,2025-06-01,2025-05-29,Bago (East),Bago,Kyauktaga,18.0384,96.5544,Asia/Rangoon,"Morning t-storms, then rain",0.97,0.96,0.96,9.2,thunderstorm,144,24.2,76,84
ambient weather,2025-06-02,2025-05-29,Bago (East),Bago,Kyauktaga,18.0384,96.5544,Asia/Rangoon,Periods of rain and a t-storm,0.96,0.97,0.97,9.2,rain,143,27.6,76,83
ambient weather,2025-06-03,2025-05-29,Bago (East),Bago,Kyauktaga,18.0384,96.5544,Asia/Rangoon,Periods of rain and a t-storm,0.65,0.62,0.62,4.6,rain,124,17.3,75,84
ambient weather,2025-06-04,2025-05-29,Bago (East),Bago,Kyauktaga,18.0384,96.5544,Asia/Rangoon,"Mostly cloudy, a little rain",0.6,0.17,0.17,5.8,rain,152,17.3,78,88
ambient weather,2025-06-05,2025-05-29,Bago (East),Bago,Kyauktaga,18.0384,96.5544,Asia/Rangoon,An afternoon t-storm or two,0.69,0.35,0.35,5.8,thunderstorm,150,16.1,77,87
ambient weather,2025-06-06,2025-05-29,Bago (East),Bago,Kyauktaga,18.0384,96.5544,Asia/Rangoon,Cloudy with occasional rain,0.65,0.22,0.22,4.6,rain,163,12.7,77,87
ambient weather,2025-05-28,2025-05-29,Bago (East),Bago,Nyaunglebin,17.9166,96.8446,Asia/Rangoon,Afternoon rain,1.0,0.43,0.43,10.4,thunderstorm,159,20.7,76,86
ambient weather,2025-05-29,2025-05-29,Bago (East),Bago,Nyaunglebin,17.9166,96.8446,Asia/Rangoon,Periods of rain and a t-storm,0.99,0.78,0.78,10.4,rain,158,32.2,76,85
ambient weather,2025-05-30,2025-05-29,Bago (East),Bago,Nyaunglebin,17.9166,96.8446,Asia/Rangoon,Afternoon rain,0.98,0.77,0.77,10.4,thunderstorm,155,28.8,76,83
ambient weather,2025-05-31,2025-05-29,Bago (East),Bago,Nyaunglebin,17.9166,96.8446,Asia/Rangoon,Heavy afternoon rain,0.96,0.59,0.59,10.4,thunderstorm,168,23.0,76,84
ambient weather,2025-06-01,2025-05-29,Bago (East),Bago,Nyaunglebin,17.9166,96.8446,Asia/Rangoon,"Morning t-storms, then rain",0.97,0.96,0.96,9.2,thunderstorm,144,24.2,76,84
ambient weather,2025-06-02,2025-05-29,Bago (East),Bago,Nyaunglebin,17.9166,96.8446,Asia/Rangoon,Periods of rain and a t-storm,0.96,0.97,0.97,9.2,rain,143,27.6,76,83
ambient weather,2025-06-03,2025-05-29,Bago (East),Bago,Nyaunglebin,17.9166,96.8446,Asia/Rangoon,Periods of rain and a t-storm,0.65,0.62,0.62,4.6,rain,124,17.3,75,84
ambient weather,2025-06-04,2025-05-29,Bago (East),Bago,Nyaunglebin,17.9166,96.8446,Asia/Rangoon,"Mostly cloudy, a little rain",0.6,0.17,0.17,5.8,rain,152,17.3,78,88
ambient weather,2025-06-05,2025-05-29,Bago (East),Bago,Nyaunglebin,17.9166,96.8446,Asia/Rangoon,An afternoon t-storm or two,0.69,0.35,0.35,5.8,thunderstorm,150,16.1,77,87
ambient weather,2025-06-06,2025-05-29,Bago (East),Bago,Nyaunglebin,17.9166,96.8446,Asia/Rangoon,Cloudy with occasional rain,0.65,0.22,0.22,4.6,rain,163,12.7,77,87
ambient weather,2025-05-28,2025-05-29,Bago (East),Taungoo,Oktwin,18.7011,96.4087,Asia/Rangoon,Rain,1.0,0.15,0.15,11.5,rain,159,25.3,76,87
ambient weather,2025-05-29,2025-05-29,Bago (East),Taungoo,Oktwin,18.7011,96.4087,Asia/Rangoon,Periods of rain and a t-storm,0.97,0.61,0.61,10.4,rain,161,28.8,77,88
ambient weather,2025-05-30,2025-05-29,Bago (East),Taungoo,Oktwin,18.7011,96.4087,Asia/Rangoon,Rain,0.97,0.83,0.83,10.4,rain,161,31.1,77,86
ambient weather,2025-05-31,2025-05-29,Bago (East),Taungoo,Oktwin,18.7011,96.4087,Asia/Rangoon,Periods of rain,0.98,0.81,0.81,8.1,rain,168,21.9,77,86
ambient weather,2025-06-01,2025-05-29,Bago (East),Taungoo,Oktwin,18.7011,96.4087,Asia/Rangoon,Rain,0.94,0.52,0.52,10.4,rain,151,27.6,76,85
ambient weather,2025-06-02,2025-05-29,Bago (East),Taungoo,Oktwin,18.7011,96.4087,Asia/Rangoon,An afternoon t-storm or two,0.92,0.32,0.32,8.1,thunderstorm,146,26.5,76,85
ambient weather,2025-06-03,2025-05-29,Bago (East),Taungoo,Oktwin,18.7011,96.4087,Asia/Rangoon,Rain,0.76,0.81,0.81,4.6,rain,152,16.1,76,85
ambient weather,2025-06-04,2025-05-29,Bago (East),Taungoo,Oktwin,18.7011,96.4087,Asia/Rangoon,"Mostly cloudy, a little rain",0.61,0.27,0.27,5.8,rain,160,13.8,78,90
ambient weather,2025-06-05,2025-05-29,Bago (East),Taungoo,Oktwin,18.7011,96.4087,Asia/Rangoon,An afternoon t-storm or two,0.68,0.35,0.35,6.9,thunderstorm,171,18.4,77,89
ambient weather,2025-06-06,2025-05-29,Bago (East),Taungoo,Oktwin,18.7011,96.4087,Asia/Rangoon,Rain at times,0.68,0.62,0.62,4.6,rain,155,13.8,77,88
ambient weather,2025-05-28,2025-05-29,Bago (East),Taungoo,Phyu,18.3405,96.4907,Asia/Rangoon,Rain,1.0,0.15,0.15,11.5,rain,159,25.3,76,87
ambient weather,2025-05-29,2025-05-29,Bago (East),Taungoo,Phyu,18.3405,96.4907,Asia/Rangoon,Periods of rain and a t-storm,0.97,0.61,0.61,10.4,rain,161,28.8,77,88
ambient weather,2025-05-30,2025-05-29,Bago (East),Taungoo,Phyu,18.3405,96.4907,Asia/Rangoon,Rain,0.97,0.83,0.83,10.4,rain,161,31.1,77,86
ambient weather,2025-05-31,2025-05-29,Bago (East),Taungoo,Phyu,18.3405,96.4907,Asia/Rangoon,Periods of rain,0.98,0.81,0.81,8.1,rain,168,21.9,77,86
ambient weather,2025-06-01,2025-05-29,Bago (East),Taungoo,Phyu,18.3405,96.4907,Asia/Rangoon,Rain,0.94,0.52,0.52,10.4,rain,151,27.6,76,85
ambient weather,2025-06-02,2025-05-29,Bago (East),Taungoo,Phyu,18.3405,96.4907,Asia/Rangoon,An afternoon t-storm or two,0.92,0.32,0.32,8.1,thunderstorm,146,26.5,76,85
ambient weather,2025-06-03,2025-05-29,Bago (East),Taungoo,Phyu,18.3405,96.4907,Asia/Rangoon,Rain,0.76,0.81,0.81,4.6,rain,152,16.1,76,85
ambient weather,2025-06-04,2025-05-29,Bago (East),Taungoo,Phyu,18.3405,96.4907,Asia/Rangoon,"Mostly cloudy, a little rain",0.61,0.27,0.27,5.8,rain,160,13.8,78,90
ambient weather,2025-06-05,2025-05-29,Bago (East),Taungoo,Phyu,18.3405,96.4907,Asia/Rangoon,An afternoon t-storm or two,0.68,0.35,0.35,6.9,thunderstorm,171,18.4,77,89
ambient weather,2025-06-06,2025-05-29,Bago (East),Taungoo,Phyu,18.3405,96.4907,Asia/Rangoon,Rain at times,0.68,0.62,0.62,4.6,rain,155,13.8,77,88
ambient weather,2025-05-28,2025-05-29,Bago (East),Bago,Shwegyin,17.9211,96.8774,Asia/Rangoon,Afternoon rain,1.0,0.43,0.43,10.4,thunderstorm,159,20.7,76,86
ambient weather,2025-05-29,2025-05-29,Bago (East),Bago,Shwegyin,17.9211,96.8774,Asia/Rangoon,Periods of rain and a t-storm,0.99,0.78,0.78,10.4,rain,158,32.2,76,85
ambient weather,2025-05-30,2025-05-29,Bago (East),Bago,Shwegyin,17.9211,96.8774,Asia/Rangoon,Afternoon rain,0.98,0.77,0.77,10.4,thunderstorm,155,28.8,76,83
ambient weather,2025-05-31,2025-05-29,Bago (East),Bago,Shwegyin,17.9211,96.8774,Asia/Rangoon,Heavy afternoon rain,0.96,0.59,0.59,10.4,thunderstorm,168,23.0,76,84
ambient weather,2025-06-01,2025-05-29,Bago (East),Bago,Shwegyin,17.9211,96.8774,Asia/Rangoon,"Morning t-storms, then rain",0.97,0.96,0.96,9.2,thunderstorm,144,24.2,76,84
ambient weather,2025-06-02,2025-05-29,Bago (East),Bago,Shwegyin,17.9211,96.8774,Asia/Rangoon,Periods of rain and a t-storm,0.96,0.97,0.97,9.2,rain,143,27.6,77,82
ambient weather,2025-06-03,2025-05-29,Bago (East),Bago,Shwegyin,17.9211,96.8774,Asia/Rangoon,Periods of rain and a t-storm,0.65,0.62,0.62,4.6,rain,124,17.3,75,83
ambient weather,2025-06-04,2025-05-29,Bago (East),Bago,Shwegyin,17.9211,96.8774,Asia/Rangoon,"Mostly cloudy, a little rain",0.6,0.17,0.17,5.8,rain,152,17.3,78,88
ambient weather,2025-06-05,2025-05-29,Bago (East),Bago,Shwegyin,17.9211,96.8774,Asia/Rangoon,An afternoon t-storm or two,0.69,0.35,0.35,5.8,thunderstorm,151,16.1,77,87
ambient weather,2025-06-06,2025-05-29,Bago (East),Bago,Shwegyin,17.9211,96.8774,Asia/Rangoon,Cloudy with occasional rain,0.65,0.22,0.22,4.6,rain,164,12.7,77,87
ambient weather,2025-05-28,2025-05-29,Bago (East),Taungoo,Taungoo,19.0122,96.4047,Asia/Rangoon,Rain,0.94,0.34,0.34,9.2,rain,161,25.3,77,88
ambient weather,2025-05-29,2025-05-29,Bago (East),Taungoo,Taungoo,19.0122,96.4047,Asia/Rangoon,Periods of rain,0.91,0.18,0.18,11.5,rain,156,34.5,78,90
ambient weather,2025-05-30,2025-05-29,Bago (East),Taungoo,Taungoo,19.0122,96.4047,Asia/Rangoon,Periods of rain,0.91,0.36,0.36,11.5,rain,155,29.9,77,89
ambient weather,2025-05-31,2025-05-29,Bago (East),Taungoo,Taungoo,19.0122,96.4047,Asia/Rangoon,Periods of rain,0.98,1.17,1.17,9.2,rain,157,25.3,78,89
ambient weather,2025-06-01,2025-05-29,Bago (East),Taungoo,Taungoo,19.0122,96.4047,Asia/Rangoon,Rain and a thunderstorm,0.94,0.3,0.3,10.4,rain,146,25.3,77,88
ambient weather,2025-06-02,2025-05-29,Bago (East),Taungoo,Taungoo,19.0122,96.4047,Asia/Rangoon,Rain and a thunderstorm,0.94,0.4,0.4,9.2,rain,137,27.6,76,86
ambient weather,2025-06-03,2025-05-29,Bago (East),Taungoo,Taungoo,19.0122,96.4047,Asia/Rangoon,"A morning t-storm, then rain",0.74,0.97,0.97,5.8,rain,154,18.4,77,90
ambient weather,2025-06-04,2025-05-29,Bago (East),Taungoo,Taungoo,19.0122,96.4047,Asia/Rangoon,Cloudy with a little rain,0.65,0.45,0.45,5.8,rain,162,17.3,77,90
ambient weather,2025-06-05,2025-05-29,Bago (East),Taungoo,Taungoo,19.0122,96.4047,Asia/Rangoon,Afternoon rain,0.68,0.13,0.13,6.9,rain,165,17.3,76,91
ambient weather,2025-06-06,2025-05-29,Bago (East),Taungoo,Taungoo,19.0122,96.4047,Asia/Rangoon,Occasional rain,0.6,0.21,0.21,5.8,rain,150,15.0,77,89
ambient weather,2025-05-28,2025-05-29,Bago (East),Bago,Thanatpin,17.2898,96.5772,Asia/Rangoon,Afternoon rain,1.0,0.47,0.47,11.5,thunderstorm,151,27.6,77,85
ambient weather,2025-05-29,2025-05-29,Bago (East),Bago,Thanatpin,17.2898,96.5772,Asia/Rangoon,Rain,0.99,0.84,0.84,10.4,rain,180,27.6,77,87
ambient weather,2025-05-30,2025-05-29,Bago (East),Bago,Thanatpin,17.2898,96.5772,Asia/Rangoon,Periods of rain,0.95,0.55,0.55,9.2,rain,191,25.3,78,86
